ad_id,spend,impressions,clicks,installs,trials,adj_trials,init_purch,trial_converts,campaign_name,ad_name,format,category,concept,creator_name,first_date,last_date,active_days,bucket,clean_name,c1,ipm,tpi,cpft,ctr,meta_paid_obs,ssot_trials,ssot_paid,ssot_ltv,af_installs,af_trials,af_trials_annual_reg,af_trials_annual_plus,af_trials_monthly,sp,phase,p1_point,p2_point,ltv_cac,ltv_cac_lo,ltv_cac_hi,days,signups,cpi,cps,EI,spend_per_day,SI,SP2,on_target,p1,sp2_winner,sp2_phase
120246005443330167,0.21,148,0,0,0,0.0,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!valueprop_c8!comparecoffee-1200x628,,,,,2026-06-01,2026-06-01,1.0,Testing,generic – na – valueprop,static_c2,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pause,False,False,0.0,0.0,0.0,1,0.0,,,,0.21,0.25,,False,False,False,No installs yet
120246191401160167,1708.72,313684,13359,110,22,36.15,3,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,c1:na_c2:video_c3:influencer_c4:valueprop_c5:ongoing_c6:harryspeaks__c7:speak_company_c8:0601,video,valueprop,speak_company,harryspeaks_,2026-06-01,2026-09-15,34.0,Winning,influencer – harryspeaks,na_c2,0.3506713762895143,0.0701342752579028,77.66909090909091,0.0425874446895601,3.0,25.0,9.18,951.8,242.0,48.0,34.0,8.0,0.0,2.331923444076593,Phase 1 Winner,True,False,0.651,0.288,1.15,34,54.0,15.533818181818182,31.642962962962965,0.986161770348831,50.256470588235295,1.0197546935897905,1.0056430939520375,False,True,False,Watch
120246191491930167,323.26,86767,1949,21,2,3.23,1,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,c1!na_c2!image_c3!influencer_c4!valueprop_c5!ongoing_c6!charliecareer_c7!valueprop_c8!foreign-company-scenarios-winning,,,,,2026-06-01,2026-06-10,10.0,Winning,influencer –  – valueprop,na_c2,0.2420274989339265,0.0230502379937072,161.63,0.0224624569248677,1.0,2.0,0.78,80.8,44.0,4.0,0.0,4.0,0.0,2.0462779754095437,Phase 1 Winner,True,False,0.273,0.0,1.042,10,10.0,15.393333333333333,32.326,0.9951618214676491,32.326,0.6559272833755333,0.6527537900743225,False,True,False,Watch
120246191491940167,18.13,5471,153,0,0,0.0,0,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,c1:na_c2:image_c3:influencer_c4:valueprop_c5:ongoing_c6:tantooyu_c7:valueprop_c8:og-post-keep-speaking-winning,image,valueprop,valueprop,tantooyu,2026-06-01,2026-06-21,20.0,Winning,influencer – tantooyu – valueprop,na_c2,0.0,0.0,,0.0279656369950648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1027789752754447,Pause,False,False,0.0,0.0,0.0,20,0.0,,,,0.9065,0.25,,False,False,False,No installs yet
120246191491950167,3545.91,615952,11725,180,41,69.05,15,2.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning,c1_ugc_c2_video_c3_ugc_c4_problemsolution_c5_ongoing_c6_ai-gen_c7_painpoint_c8_thefixforenglishbrainfreeze-1direct -winning,,,,,2026-06-01,2026-09-15,82.0,Winning,c1_ugc_c2_video_c3_ugc_c4_problemsolution_c5_ongoing_c6_ai-gen_c7_painpoint_c8_t,Untagged,0.2922305634205263,0.0665636283346754,86.48560975609756,0.019035574200587,17.0,66.0,25.73,2649.5,397.0,111.0,94.0,10.0,7.0,2.6282455348719,Phase 1 Winner,True,False,1.122,0.717,1.641,82,80.0,19.6995,44.323875,0.7776267234426598,43.24280487804878,0.8774403121078017,0.6823210349208947,True,True,False,Pause
120246280866310167,187.93,186418,624,2,0,0.0,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!static_c2!image_c3!generic_c4!problemsolution_c5!ongoing_c6!na_c7!painpoint_c8!notebigcharacter-afraidofspeaking-1080x1080,,,,,2026-06-02,2026-06-25,23.0,Testing,generic – na – painpoint,static_c2,0.0107285777124526,0.0,,0.0033473162462852,0.0,1.0,0.42,43.2,18.0,2.0,2.0,0.0,0.0,0.5144703213019536,Pause,False,False,0.0,0.0,0.977,23,2.0,93.965,93.965,0.16302727226582958,8.17086956521739,0.25,0.040756818066457395,False,False,False,Pause
120246280866870167,167.95,91009,1112,1,0,0.0,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!static_c2!image_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!valueprop_c8!june14daysconfidence-1200x628,,,,,2026-06-02,2026-06-25,22.0,Testing,generic – na – valueprop,static_c2,0.0109879242712259,0.0,,0.0122185717896032,0.0,2.0,0.81,83.8,14.0,4.0,2.0,2.0,0.0,1.0226960471183415,Pause,False,False,0.509,0.0,1.791,22,0.0,167.95,,0.09121082249752115,7.634090909090909,0.25,0.022802705624380287,False,False,False,Pause
120246280870660167,155.13,70140,2118,3,1,2.63,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!static_c2!image_c3!generic_c4!testimonial_c5!ongoing_c6!na_c7!testimonial_c8!threadspost-career-confidence-1200x628,,,,,2026-06-02,2026-06-03,2.0,Testing,generic – na – testimonial,static_c2,0.0427715996578272,0.0142571998859424,155.13,0.030196749358426,0.0,2.0,0.78,80.2,10.0,4.0,2.0,0.0,2.0,2.0102135113123567,Pause,False,False,0.454,0.0,1.645,2,2.0,51.71,77.565,0.29624555479517845,77.565,1.9134489074728487,0.5668507331665221,False,False,False,Pause
120246280872770167,165.3,84061,2039,4,1,2.63,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!static_c2!image_c3!generic_c4!testimonial_c5!ongoing_c6!na_c7!testimonial_c8!threadspost-career-client-1200x628,,,,,2026-06-02,2026-06-10,9.0,Testing,generic – na – testimonial,static_c2,0.0475844922139874,0.0118961230534968,165.3,0.0242561949060801,0.0,2.0,0.79,81.1,14.0,4.0,4.0,0.0,0.0,2.451049481852862,Pause,False,False,0.513,0.0,1.656,9,5.0,41.325,33.06,0.37069225985380944,18.366666666666667,0.45308680806099816,0.16795577279008062,False,False,False,Pause
120246280873500167,163.32999999999998,218933,477,2,2,5.49,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!static_c2!image_c3!generic_c4!productdemo_c5!ongoing_c6!na_c7!product_c8!magicdictionary-10minsaday-1200x628,,,,,2026-06-02,2026-06-26,25.0,Testing,generic – na – product,static_c2,0.009135214883092,0.009135214883092,81.66499999999999,0.0021787487496174,0.0,6.0,2.43,250.7,44.0,8.0,4.0,2.0,0.0,2.984224757832113,Pause,False,False,1.381,0.0,3.681,25,0.0,81.66499999999999,,0.18758167683167426,6.533199999999999,0.25,0.046895419207918565,True,False,False,Pause
120246280884370167,508.74,453074,7623,30,6,15.45,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!static_c2!image_c3!generic_c4!testimonial_c5!ongoing_c6!na_c7!testimonial_c8!threadspost-career-aitutor-1200x628,,,,,2026-06-02,2026-06-16,15.0,Testing,generic – na – testimonial,static_c2,0.0662143490908769,0.0132428698181753,84.78999999999999,0.0168250661039918,0.0,8.0,3.15,325.7,71.0,16.0,8.0,8.0,0.0,3.759943429771412,Phase 1 Winner,True,False,0.682,0.072,1.626,15,14.0,16.958000000000002,36.33857142857143,0.9033410566374972,33.916000000000004,0.8366728955824038,0.755800977555363,False,True,False,Watch
120246280887120167,163.43,44012,396,8,3,7.6,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!video_c2!video_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!speakmethod_c8!andrew-speakmethod-1920x1080,,,,,2026-06-02,2026-06-18,9.0,Testing,generic – na – speakmethod,video_c2,0.1817686085613014,0.068163228210488,54.47666666666667,0.0089975461237844,0.0,2.0,0.79,81.6,6.0,4.0,4.0,0.0,0.0,6.07842695413692,Pause,False,False,0.509,0.0,1.657,9,4.0,20.42875,40.8575,0.7498675953476682,18.15888888888889,0.44796114362618833,0.3359115455801613,False,False,False,Pause
120246280893240167,1901.59,498947,3042,66,20,49.89,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!video_c2!video_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!credibility _c8!andrew-founded-1920x1080,,,,,2026-06-02,2026-06-10,9.0,Testing,generic – na,video_c2,0.1322785786867142,0.0400844177838527,95.0795,0.006096839944924,0.0,36.0,14.25,1472.3,226.0,60.0,42.0,12.0,2.0,2.0944284077725306,Phase 1 Winner,True,False,0.713,0.332,1.237,9,39.0,28.811969696969697,48.758717948717944,0.5316838036265823,211.28777777777776,4.0,2.126735214506329,False,True,False,Pause
120246280900700167,159.09,44233,470,2,0,0.0,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!video_c2!video_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!credibility _c8!andrew-founded-frame-,,,,,2026-06-02,2026-06-25,23.0,Testing,generic – na,video_c2,0.0452151108900594,0.0,,0.0106255510591639,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.6259660501805824,Pause,False,False,0.0,0.0,0.0,23,2.0,79.545,79.545,0.19258102506076658,6.916956521739131,0.25,0.048145256265191644,False,False,False,Pause
120246280902840167,181.98,74694,582,7,1,3.04,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!video_c2!video_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!speakmethod_c8!andrew-speakmethod-framepainpoint-,,,,,2026-06-02,2026-06-25,23.0,Testing,generic – na – speakmethod,video_c2,0.0937156933622513,0.0133879561946073,181.98,0.0077917905052614,0.0,3.0,1.23,127.6,20.0,6.0,2.0,4.0,0.0,0.9320755740172908,Pause,False,False,0.543,0.0,2.204,23,4.0,25.997142857142855,45.495,0.589251585169858,7.912173913043477,0.25,0.1473128962924645,False,False,False,Pause
120246280903630167,76.37,27447,224,1,0,0.0,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!video_c2!video_c3!generic_c4!valueprop_c5!ongoing_c6!na_c7!speakmethod_c8!andrew-speakmethod-frameencouraged-,,,,,2026-06-02,2026-06-24,22.0,Testing,generic – na – speakmethod,video_c2,0.0364338543374503,0.0,,0.0081611833715888,0.0,2.0,0.78,81.1,4.0,2.0,0.0,2.0,0.0,0.6362305348197692,Pause,False,False,1.121,0.0,3.913,22,0.0,76.37,,0.20058737250829745,3.4713636363636367,0.25,0.05014684312707436,True,False,False,Pause
120246282571790167,162.42,46949,515,2,2,5.25,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!ugc_c2!video_c3!ugc_c4!productdemo_c5!ongoing_c6!hua_c7!usertestimonials_c8!2026resolutionenglish5m_2cut,,,,,2026-06-02,2026-06-24,22.0,Testing,ugc – hua – usertestimonials,ugc_c2,0.0425994163879954,0.0425994163879954,81.21,0.0109693497199088,0.0,6.0,2.41,248.6,12.0,12.0,8.0,0.0,0.0,1.6530471581117383,Mid-Tier,False,False,1.213,0.0,3.364,22,1.0,81.21,162.42,0.18863265162490678,7.382727272727272,0.25,0.047158162906226694,True,False,False,Pause
120246282589460167,128.42,28432,260,13,4,10.2,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!ugc_c2!video_c3!ugc_c4!productdemo_c5!ongoing_c6!hua_c7!usertestimonials_c8!2026resolutionenglish5m_1full,,,,,2026-06-02,2026-06-15,14.0,Testing,ugc – hua – usertestimonials,ugc_c2,0.4572312886888013,0.140686550365785,32.105,0.009144625773776,0.0,3.0,1.19,122.8,18.0,6.0,4.0,2.0,0.0,3.96800796613072,Phase 1 Winner,True,False,0.748,0.0,2.922,14,7.0,9.878461538461538,18.345714285714283,1.5507331358041023,9.172857142857142,0.25,0.3876832839510256,False,True,False,"Efficient, unproven scale"
120246282591040167,531.85,128042,963,41,11,28.18,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!ugc_c2!video_c3!ugc_c4!productdemo_c5!ongoing_c6!hua_c7!usertestimonials_c8!2026resolutionenglish5m_3invest,,,,,2026-06-02,2026-06-11,10.0,Testing,ugc – hua – usertestimonials,ugc_c2,0.3202074319363958,0.0859093110073257,48.35,0.0075209696818231,0.0,12.0,4.74,490.2,80.0,24.0,24.0,0.0,0.0,4.697127450500112,Phase 2 Winner,True,True,0.793,0.178,1.665,10,23.0,12.971951219512196,23.12391304347826,1.1809216192099385,53.185,1.3120193404750011,1.549392003988494,False,True,False,"Efficient, unproven scale"
120246331786010167,265.7,50078,1440,3,0,0.0,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!ugc_c2!video_c3!ugc_c4!productdemo_c5!ongoing_c6!swm-sophia_c7!usertestimonials_c8!computex_og_post,,,,,2026-06-03,2026-06-04,2.0,Testing,ugc – swm-sophia – usertestimonials,ugc_c2,0.0599065457885698,0.0,,0.0287551419785135,0.0,2.0,0.78,80.5,18.0,4.0,4.0,0.0,0.0,2.213463031681804,Pause,False,False,0.319,0.0,1.037,2,1.0,88.56666666666666,265.7,0.17296414345267608,132.85,3.277273091700741,0.5668507331665222,False,False,False,Pause
120246363710740167,1277.35,550440,3752,43,10,21.4,2,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_scaling2,c1:rw_s14cb_notesscreenshot_humor_zh-en_1x1_tw_humor_effective_03/10/2025_c2:rw_c3:s14cb_c4:notesscreenshot_humor_c5:zh-en_c6:1x1_c7:tw_c8:humor_c9:effective_c10:45610_c11:visual-background_c12:not-applicable_c13:not-applicable_c14:not-applicable_c15:not-applicable_c16:not-applicable_c17:not-applicable_c18:not-applicable_c19:static_c20:notapplicable_c21:not-applicable,rw,notesscreenshot_humor,tw,1x1,2026-06-03,2026-06-07,5.0,Scaling,s14cb – 1x1 – tw,rw_s14cb_notesscreenshot_humor_zh,0.0781193227236392,0.0181672843543347,127.735,0.0068163650897463,2.0,12.0,4.73,488.6,142.0,24.0,12.0,8.0,4.0,1.8204413474235053,Mid-Tier,False,False,0.415,0.119,0.862,5,16.0,29.70581395348837,79.834375,0.5156855039368404,255.46999999999997,0.8903968340544642,0.4591647400731437,False,False,False,Pause
120246363710870167,3212.89,616943,5246,115,35,55.83,13,1.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_scaling2,c1_ugc_c2_video_c3_ugc_c4_problemsolution_c5_ongoing_c6_ai-gen_c7_painpoint_c8_thefixforenglishbrainfreeze-1direct -winning,,,,,2026-06-03,2026-06-24,14.0,Scaling,c1_ugc_c2_video_c3_ugc_c4_problemsolution_c5_ongoing_c6_ai-gen_c7_painpoint_c8_t,Untagged,0.1864029578097166,0.0567313349855659,91.79685714285714,0.0085032166666936,14.0,35.0,14.02,1448.2,232.0,59.0,44.0,2.0,2.0,3.0224842939337284,Phase 1 Winner,True,False,0.638,0.364,0.998,14,61.0,27.938173913043478,52.67032786885245,0.5483127739893827,229.49214285714285,0.7998554720334085,0.4385709726612253,False,True,False,Pause
120246363710880167,4565.38,977448,12907,165,40,72.74,11,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_scaling2,c1:na_c2:video_c3:influencer_c4:valueprop_c5:ongoing_c6:harryspeaks__c7:speak_company_c8:0601,video,valueprop,speak_company,harryspeaks_,2026-06-03,2026-07-03,23.0,Scaling,influencer – harryspeaks,na_c2,0.1688069339750043,0.0409228930848495,114.1345,0.0132047945261538,11.0,53.0,21.45,2210.8,314.0,77.0,63.0,10.0,2.0,1.904903070777516,Mid-Tier,False,False,0.625,0.375,0.952,23,79.0,27.668969696969697,57.78962025316456,0.5536475628196736,198.49478260869566,0.6918194935260961,0.3830241765018641,False,False,False,Pause
120246363710890167,850.4,219149,4293,21,3,6.52,0,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_scaling2,c1!na_c2!image_c3!influencer_c4!valueprop_c5!ongoing_c6!charliecareer_c7!valueprop_c8!foreign-company-scenarios-winning,,,,,2026-06-03,2026-06-07,5.0,Scaling,influencer –  – valueprop,na_c2,0.0958252148081898,0.0136893164011699,283.46666666666664,0.0195894117700742,0.0,10.0,3.94,407.1,64.0,14.0,10.0,2.0,2.0,1.7551588285943505,Mid-Tier,False,False,0.431,0.102,0.954,5,11.0,40.49523809523809,77.30909090909091,0.3782878767728507,170.07999999999998,0.5927846460875378,0.2242432451520004,False,False,False,Pause
120246363710910167,432.24,91934,849,12,3,6.78,0,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_scaling2,c1:ugc6_c2:video_c3:ugc_c4:problemsolution_c5:ongoing_c6:qing_c7:englishintrovert_c8:na,video,problemsolution,englishintrovert,qing,2026-06-03,2026-06-07,5.0,Scaling,ugc – qing – englishintrovert,ugc6_c2,0.1305284225640133,0.0326321056410033,144.08,0.0092348858964039,0.0,1.0,0.39,40.4,20.0,0.0,0.0,0.0,0.0,1.8203341173757064,Mid-Tier,False,False,0.0,0.0,0.434,5,6.0,36.02,72.04,0.4252875524280587,86.44800000000001,0.30129966536321423,0.12813899722971453,False,False,False,Pause
120246363710920167,368.13,161998,1561,4,2,4.5,0,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_scaling2,c1:m19_c2:video_c3:motion_c4:testimonial_c5:ongoing_c6:na_c7:motiontestimonial_c8:jpwinning-textandwave,video,testimonial,motiontestimonial,na,2026-06-03,2026-06-07,5.0,Scaling,motion – na – motiontestimonial,m19_c2,0.0246916628600353,0.0123458314300176,184.065,0.0096359214311287,0.0,2.0,0.79,82.0,12.0,4.0,4.0,0.0,0.0,1.0767932773050752,Pause,False,False,0.228,0.0,0.743,5,1.0,92.0325,368.13,0.16645052170112382,73.626,0.2566107852354249,0.042712999076571515,False,False,False,Pause
120246363710970167,391.17,74407,1348,13,0,0.0,0,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_scaling2,c1:ugc15_c2:video_c3:ugc_c4:problemsolution_c5:ongoing_c6:jenna_c7:howtoimprove_c8:winning,video,problemsolution,howtoimprove,jenna,2026-06-03,2026-06-07,5.0,Scaling,ugc – jenna – howtoimprove,ugc15_c2,0.174714744580483,0.0,,0.0181165750534223,0.0,2.0,0.79,81.1,22.0,2.0,2.0,0.0,0.0,0.8055827639028572,Pause,False,False,0.217,0.0,0.697,5,3.0,30.09,130.39000000000001,0.5091012840963336,78.23400000000001,0.2726711782808822,0.13881724699885745,False,False,False,Pause
120246363710980167,2689.71,836254,5630,57,14,29.52,0,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_scaling2,c1:ugc18_c2:video_c3:ugc_c4:problemsolution_c5:ongoing_c6:hua_c7:dailyenlearning_c8:na,video,problemsolution,dailyenlearning,hua,2026-06-03,2026-06-18,8.0,Scaling,ugc – hua – dailyenlearning,ugc18_c2,0.0681611089453682,0.0167413250041255,192.12214285714285,0.0067324042695161,0.0,34.0,13.69,1414.3,150.0,32.0,28.0,2.0,2.0,1.905098863629735,Mid-Tier,False,False,0.438,0.202,0.76,8,30.0,47.187894736842104,89.657,0.3246353270025931,336.21375,1.1718153151664743,0.3804126480257151,False,False,False,Pause
120246363710990167,16169.740000000002,3537859,30005,965,206,333.09,22,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_scaling2,c1:ugc44_c2:video_c3:ugc_c4:testimonial_c5:ongoing_c6:camel_c7:outcome_c8:ba2026_monthlyprogress,video,testimonial,outcome,camel,2026-06-03,2026-09-06,49.0,Scaling,ugc –  – outcome,ugc44_c2,0.2727638382422815,0.0582273064019792,78.49388349514564,0.0084811180999581,22.0,289.0,116.29,11927.4,1964.0,420.0,353.0,29.0,12.0,3.2856028678830347,Phase 1 Winner,True,False,0.781,0.556,1.063,49,517.0,16.75620725388601,31.27609284332689,0.9142198712603062,329.9946938775511,1.1501398625409778,1.051480717063559,False,True,False,Watch
120246363711040167,7272.389999999999,4006625,56448,183,66,110.5,13,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_scaling2,c1:s44_c2:image_c3:generic_c4:testimonial_c5:ongoing_c6:na_c7:threadspost_c8:mediumcontent-1080x1080_winner,image,testimonial,threadspost,na,2026-06-03,2026-07-20,40.0,Scaling,generic – na – threadspost,s44_c2,0.0456743518547405,0.0164727170623654,110.18772727272726,0.0140886656475212,13.0,106.0,42.71,4388.1,768.0,187.0,130.0,38.0,8.0,1.860821127830056,Mid-Tier,False,False,0.777,0.502,1.126,40,110.0,39.73983606557377,66.11263636363635,0.3854786318992708,181.80974999999998,0.6336666763229876,0.24426496346914328,False,False,False,Pause
120246363711050167,1466.57,1067783,4608,19,4,6.32,0,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_scaling2,c1:s30_c2:image_c3:generic_c4:valueprop_c5:ongoing_c6:na_c7:26campaigniteration_c8:confidience86p-1080x1080,image,valueprop,26campaigniteration,na,2026-06-03,2026-08-06,8.0,Scaling,generic – na – 26campaigniteration,s30_c2,0.0177938775949795,0.0037460794936798,366.6425,0.0043154835767192,0.0,16.0,6.09,631.5,142.0,31.0,27.0,4.0,0.0,0.8550773089794085,Pause,False,False,0.414,0.129,0.806,8,5.0,77.1878947368421,293.31399999999996,0.19846191803372148,183.32125,0.6389347501268524,0.1268042160085717,False,False,False,Pause
120246438347130167,400.28,66114,1407,6,1,2.53,0,0.0,tw_meta_standard_ios_tw-en_pros_purchase_ongoing_no-disc_testing,c1!ugc_c2!video_c3!ugc_c4!productdemo_c5!ongoing_c6!swm-sophia_c7!usertestimonials_c8!computexd2_og_post,,,,,2026-06-04,2026-06-06,3.0,Testing,ugc – swm-sophia – usertestimonials,ugc_c2,0.0907523368726744,0.015125389478779,400.28,0.0212814229966421,0.0,6.0,2.37,244.6,30.0,12.0,6.0,2.0,2.0,1.5352690074857571,Mid-Tier,False,False,0.532,0.0,1.431,3,4.0,66.71333333333332,100.07,0.22962212908651963,133.42666666666665,3.2914988662551057,0.7558009775553629,False,False,False,Pause
120246694232680167,2.36,926,20,0,0,0.0,0,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning3,c1:na_c2:image_c3:influencer_c4:valueprop_c5:ongoing_c6:tantooyu_c7:valueprop_c8:og-post-keep-speaking-winning,image,valueprop,valueprop,tantooyu,2026-06-08,2026-06-09,2.0,Winning,influencer – tantooyu – valueprop,na_c2,0.0,0.0,,0.0215982721382289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2793220160995347,Pause,False,False,0.0,0.0,0.0,2,0.0,,,,1.18,0.25,,False,False,False,No installs yet
120246694232840167,890.13,258187,5406,47,11,32.47,0,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning3,c1:ugc44_c2:video_c3:ugc_c4:testimonial_c5:ongoing_c6:camel_c7:outcome_c8:ba2026_monthlyprogress,video,testimonial,outcome,camel,2026-06-08,2026-06-11,4.0,Winning,ugc –  – outcome,ugc44_c2,0.1820385999295084,0.0426047787069062,80.92090909090909,0.0209383121535941,0.0,25.0,9.87,1019.9,110.0,34.0,30.0,2.0,0.0,3.2186054676688287,Phase 1 Winner,True,False,1.008,0.414,1.832,4,25.0,18.938936170212767,35.605199999999996,0.808855233513709,222.5325,4.0,3.235420934054836,True,True,False,Watch
120246694233280167,73.8,44061,224,0,0,0.0,0,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning3,c1:ugc6_c2:video_c3:ugc_c4:problemsolution_c5:ongoing_c6:qing_c7:englishintrovert_c8:winner,video,problemsolution,englishintrovert,qing,2026-06-07,2026-06-11,5.0,Winning,ugc – qing – englishintrovert,ugc6_c2,0.0,0.0,,0.0050838610108712,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.9244640528222776,Pause,False,False,0.0,0.0,0.0,5,0.0,,,,14.76,0.7672846993588632,,False,False,False,No installs yet
120246694233300167,58.0,17529,722,1,0,0.0,0,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning3,c1:na_c2:video_c3:influencer_c4:valueprop_c5:ongoing_c6:harryspeaks__c7:speak_company_c8:0601,video,valueprop,speak_company,harryspeaks_,2026-06-07,2026-06-10,4.0,Winning,influencer – harryspeaks,na_c2,0.0570483199269781,0.0,,0.0411888869872782,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.105438346238296,Pause,False,False,0.0,0.0,0.0,4,0.0,58.0,,0.26411823514583926,14.5,0.7537688442211055,0.19908409684359743,False,False,False,Pause
120246694233510167,84.17,27732,558,0,0,0.0,0,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning3,c1!na_c2!image_c3!influencer_c4!valueprop_c5!ongoing_c6!charliecareer_c7!valueprop_c8!foreign-company-scenarios-winning,,,,,2026-06-07,2026-06-10,4.0,Winning,influencer –  – valueprop,na_c2,0.0,0.0,,0.020121159671138,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.6101135253979806,Mid-Tier,False,False,0.0,0.0,0.0,4,0.0,,,,21.0425,1.0938745451394905,,False,False,False,No installs yet
120246694233530167,132.63,50829,262,7,2,5.8,0,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning3,c1_ugc_c2_video_c3_ugc_c4_problemsolution_c5_ongoing_c6_ai-gen_c7_painpoint_c8_thefixforenglishbrainfreeze-1direct -winning,,,,,2026-06-07,2026-06-14,8.0,Winning,c1_ugc_c2_video_c3_ugc_c4_problemsolution_c5_ongoing_c6_ai-gen_c7_painpoint_c8_t,Untagged,0.1377166578134529,0.0393476165181294,66.315,0.0051545377638749,0.0,1.0,0.39,40.6,18.0,2.0,2.0,0.0,0.0,4.448516174561974,Pause,False,False,0.0,0.0,1.398,8,5.0,18.947142857142858,26.526,0.8085048893101918,16.57875,0.8618307052503897,0.6967943389525909,False,False,False,Watch
120246694233580167,57.71,27987,676,0,0,0.0,0,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning3,c1:m19_c2:video_c3:motion_c4:testimonial_c5:ongoing_c6:na_c7:motiontestimonial_c8:jpwinning-textandwave,video,testimonial,motiontestimonial,na,2026-06-08,2026-06-10,3.0,Winning,motion – na – motiontestimonial,m19_c2,0.0,0.0,,0.0241540715332118,0.0,2.0,0.79,82.1,6.0,4.0,2.0,0.0,0.0,1.4268619292477278,Mid-Tier,False,False,1.455,0.0,4.711,3,0.0,,,,19.236666666666668,1.0,,True,False,False,No installs yet
120246694266000167,754.48,120414,1745,50,6,18.34,0,0.0,tw_meta_standard_ios_tw-en_pros_trial_ongoing_winning3,c1:na_c2:video_c3:influencer_c4:productdemo_c5:ongoing_c6:morning.jason_c7:influencer_c8:original-reels,video,productdemo,influencer,morning.jason,2026-06-07,2026-06-14,8.0,Winning,influencer – morning.jason – influencer,na_c2,0.4152341089906489,0.0498280930788778,125.74666666666668,0.0144916704037736,0.0,13.0,5.18,533.9,82.0,10.0,10.0,0.0,0.0,2.1546209121771858,Phase 1 Winner,True,False,0.621,0.133,1.275,8,30.0,15.0896,25.149333333333335,1.0151930891778893,94.31,4.0,4.060772356711557,False,True,True,Scalable winner
